time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-08-18T16:24:42.840Z,-22.9645,173.1741,10,4.6,mb,,81,4.989,1.24,us,us10006es2,2016-08-19T17:09:59.040Z,"131km ESE of Ile Hunter, New Caledonia",earthquake,6,1.9,0.092,35,reviewed,us,us
2016-08-18T16:12:32.730Z,38.8133316,-122.8203354,2.41,1.17,md,12,94,0.01285,0.03,nc,nc72679576,2016-08-18T16:14:10.528Z,"6km NW of The Geysers, California",earthquake,0.34,0.53,0.09,5,automatic,nc,nc
2016-08-18T15:54:29.340Z,-20.3507,-176.008,198.96,4.7,mb,,59,5.866,0.88,us,us10006eqw,2016-08-19T16:56:02.040Z,"120km NW of Nuku`alofa, Tonga",earthquake,9.7,6.8,0.068,65,reviewed,us,us
2016-08-18T15:37:44.950Z,34.3438333,-116.8865,-1.54,1.18,ml,41,46,0.04903,0.16,ci,ci37449487,2016-08-18T17:54:10.789Z,"10km NNW of Big Bear City, CA",quarry blast,0.25,31.61,0.069,21,reviewed,ci,ci
2016-08-18T15:25:16.450Z,-28.1446,-176.3559,40.77,5,mb,,98,1.764,0.84,us,us10006eqh,2016-08-19T15:37:48.040Z,"195km NE of Raoul Island, New Zealand",earthquake,13.1,5.7,0.076,56,reviewed,us,us
2016-08-18T15:14:51.000Z,62.9849,-149.885,80,1.6,ml,,,,0.61,ak,ak13849868,2016-08-18T15:25:41.503Z,"65km SW of Cantwell, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-08-18T15:07:46.310Z,35.974,-116.7837,6.2,1.1,ml,8,133.04,0.064,,nn,nn00556677,2016-08-18T15:09:02.357Z,"60km ENE of Searles Valley, California",earthquake,,,,,automatic,nn,nn
2016-08-18T14:57:04.000Z,63.1512,-150.2971,100,1.6,ml,,,,0.66,ak,ak13849702,2016-08-18T15:09:44.762Z,"72km WSW of Cantwell, Alaska",earthquake,0.5,0.7,,,automatic,ak,ak
2016-08-18T14:54:29.720Z,36.394,-117.876,0.77,1.55,ml,15,94,0.1668,0.17,ci,ci37449463,2016-08-18T15:40:38.878Z,"17km NE of Olancha, CA",earthquake,0.56,1.29,0.193,19,reviewed,ci,ci
2016-08-18T14:51:56.010Z,37.685,-113.0005,10.04,1.02,md,5,243,0.113,0.03,uu,uu60158817,2016-08-18T21:52:26.870Z,"5km E of Cedar City, Utah",earthquake,1.12,1.53,0.207,4,reviewed,uu,uu
2016-08-18T14:11:46.360Z,46.5395,-121.6138333,0.45,2.77,ml,27,208,0.2506,0.09,uw,uw61180827,2016-08-19T17:22:34.262Z,"8km SSE of Packwood, Washington",earthquake,0.52,31.61,0.153,119,reviewed,uw,uw
2016-08-18T13:45:49.310Z,38.2165,-112.2635,10.29,1.17,ml,7,100,0.1855,0.09,uu,uu60158812,2016-08-18T21:50:52.850Z,"4km WSW of Junction, Utah",earthquake,0.56,2,0.435,3,reviewed,uu,uu
2016-08-18T12:31:07.100Z,17.912,-67.0302,4,1.8,Md,3,331.2,0.05839049,0.05,pr,pr16231011,2016-08-18T15:38:38.469Z,"7km SSE of La Parguera, Puerto Rico",earthquake,1,1.2,0,3,reviewed,pr,pr
2016-08-18T11:54:03.350Z,19.2051667,-155.4523333,39.803,2,md,45,116,0.05035,0.09,hv,hv61378656,2016-08-18T21:57:30.410Z,"2km E of Pahala, Hawaii",earthquake,0.54,0.81,0.133,21,reviewed,hv,hv
2016-08-18T11:49:01.310Z,33.4495,-116.6396667,6.74,1.33,ml,45,58,0.04771,0.16,ci,ci37449391,2016-08-18T13:09:44.662Z,"12km SSE of Anza, CA",earthquake,0.18,0.34,0.172,25,reviewed,ci,ci
2016-08-18T11:45:30.000Z,68.547,-146.7591,5,1,ml,,,,0.57,ak,ak13849343,2016-08-18T11:56:47.190Z,"68km NW of Arctic Village, Alaska",earthquake,0.4,58.9,,,automatic,ak,ak
2016-08-18T11:19:17.950Z,-7.4322,128.2373,160.15,5.4,mb,,33,3.083,0.83,us,us10006ent,2016-08-18T21:27:44.000Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.6,5.4,0.045,171,reviewed,us,us
2016-08-18T11:13:34.760Z,34.1611667,-116.8063333,5.08,1.64,ml,69,31,0.1257,0.12,ci,ci37449383,2016-08-18T17:49:34.790Z,"12km SSE of Big Bear City, CA",earthquake,0.12,0.52,0.156,21,reviewed,ci,ci
2016-08-18T10:55:04.500Z,17.9015,-67.0917,10,2.5,Md,5,280.8,0.1060012,0.17,pr,pr16231010,2016-08-18T12:28:21.561Z,"9km SSW of La Parguera, Puerto Rico",earthquake,1.1,0.8,0,3,reviewed,pr,pr
2016-08-18T10:20:51.000Z,63.5754,-147.3055,10,1.3,ml,,,,0.34,ak,ak13849058,2016-08-18T10:27:31.344Z,"84km ENE of Cantwell, Alaska",earthquake,0.9,0.9,,,automatic,ak,ak
2016-08-18T09:48:35.000Z,61.4071,-146.5517,20,1.5,ml,,,,0.79,ak,ak13849034,2016-08-18T10:01:34.105Z,"32km NNW of Valdez, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-18T09:39:15.800Z,18.9235,-67.4197,7,2.9,Md,8,302.4,0.53898917,0.21,pr,pr16231009,2016-08-18T12:24:50.666Z,"58km NW of San Antonio, Puerto Rico",earthquake,2,2,0,7,reviewed,pr,pr
2016-08-18T09:23:58.000Z,59.7559,-136.7016,5,1.5,ml,,,,0.68,ak,ak13848904,2016-08-18T09:39:47.332Z,"85km WNW of Skagway, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-18T09:14:43.690Z,39.3168333,-122.7883333,11.25,2.28,md,27,43,0.1436,0.07,nc,nc72679466,2016-08-18T18:52:29.278Z,"19km NNE of Upper Lake, California",earthquake,0.18,0.89,0.232,28,reviewed,nc,nc
2016-08-18T09:12:57.870Z,39.3135,-122.7756667,13.37,2.45,md,52,53,0.1337,0.12,nc,nc72679461,2016-08-20T02:16:13.577Z,"20km NE of Upper Lake, California",earthquake,0.18,0.36,0.195,41,reviewed,nc,nc
2016-08-18T09:09:25.350Z,19.7821667,-155.401,26.479,1.76,md,40,76,0.0522,0.12,hv,hv61378446,2016-08-18T21:38:14.680Z,"31km W of Pepeekeo, Hawaii",earthquake,0.39,0.77,0.053,16,reviewed,hv,hv
2016-08-18T08:57:58.220Z,38.825,-122.7888333,1.79,1.27,md,41,39,0.01334,0.06,nc,nc72679456,2016-08-18T18:07:10.905Z,"5km W of Cobb, California",earthquake,0.16,0.2,0.156,16,reviewed,nc,nc
2016-08-18T08:53:05.700Z,18.7612,-65.0562,73,2.2,Md,5,266.4,0.41771661,0.12,pr,pr16231008,2016-08-18T12:08:00.605Z,"48km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.4,3.7,0,3,reviewed,pr,pr
2016-08-18T08:52:19.400Z,18.8083,-65.0065,17,1.9,Md,4,273.6,0.45724248,0.12,pr,pr16231007,2016-08-18T11:44:36.374Z,"52km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1,1,0,3,reviewed,pr,pr
2016-08-18T08:51:29.540Z,34.0468333,-117.513,4.06,1.2,ml,47,57,0.05069,0.14,ci,ci37449359,2016-08-18T17:34:21.220Z,"5km NNW of Glen Avon, CA",earthquake,0.15,0.34,0.142,27,reviewed,ci,ci
2016-08-18T08:16:39.580Z,43.1374,-71.7396,4.83,1.5,ml,,115,0.595,0.31,us,us10006fj5,2016-08-21T05:40:02.040Z,"4km N of Weare, New Hampshire",earthquake,1.7,4.3,0.091,16,reviewed,us,us
2016-08-18T08:02:49.220Z,38.5748333,-122.4361667,9.14,2,md,55,70,0.06812,0.14,nc,nc72679446,2016-08-18T18:40:55.181Z,"1km E of Angwin, California",earthquake,0.27,0.67,0.205,37,reviewed,nc,nc
2016-08-18T07:54:03.450Z,-6.2447,149.9791,55.03,5.2,mb,,28,2.982,1.03,us,us10006en6,2016-08-18T08:12:10.142Z,"47km E of Kandrian, Papua New Guinea",earthquake,8.1,6.6,0.069,69,reviewed,us,us
2016-08-18T07:50:31.840Z,34.8253333,-118.9521667,14.32,1.09,ml,12,112,0.05199,0.15,ci,ci37144748,2016-08-18T18:19:00.415Z,"1km WNW of Frazier Park, CA",earthquake,0.39,0.64,0.14,11,reviewed,ci,ci
2016-08-18T07:50:25.930Z,34.8308333,-118.9485,13.69,1.17,ml,17,91,0.05811,0.12,ci,ci37449335,2016-08-18T18:11:38.845Z,"1km NNW of Frazier Park, CA",earthquake,0.26,0.48,0.173,11,reviewed,ci,ci
2016-08-18T07:41:43.150Z,15.2341,-91.832,184.2,4.4,mb,,159,0.328,0.94,us,us10006en5,2016-08-18T08:14:54.479Z,"6km NE of Ixchiguan, Guatemala",earthquake,12,9.4,0.117,21,reviewed,us,us
2016-08-18T07:34:10.690Z,32.8315,-115.62,11.92,1.86,ml,33,64,0.08578,0.27,ci,ci37449327,2016-08-18T18:18:31.624Z,"5km WSW of Imperial, CA",earthquake,0.31,0.49,0.136,45,reviewed,ci,ci
2016-08-18T07:32:34.940Z,73.2809,6.3606,10,4.5,mb,,81,5.497,0.72,us,us10006en1,2016-08-18T07:49:44.409Z,"Greenland Sea",earthquake,8.2,1.9,0.086,39,reviewed,us,us
2016-08-18T07:32:04.630Z,37.8293333,-122.583,4.06,1.42,md,33,146,0.07141,0.06,nc,nc72679436,2016-08-18T18:13:14.080Z,"6km SW of Tamalpais-Homestead Valley, California",earthquake,0.3,0.5,0.133,25,reviewed,nc,nc
2016-08-18T07:16:08.480Z,33.1668333,-116.0008333,8.17,1.17,ml,44,56,0.1137,0.23,ci,ci37449319,2016-08-18T16:29:24.722Z,"12km ENE of Ocotillo Wells, CA",earthquake,0.27,1.65,0.105,27,reviewed,ci,ci
2016-08-18T07:12:39.000Z,60.8877,-147.5968,15,1.8,ml,,,,0.65,ak,ak13848612,2016-08-18T07:23:42.686Z,"60km ENE of Whittier, Alaska",earthquake,0.5,0.4,,,automatic,ak,ak
2016-08-18T06:57:07.540Z,19.2185001,-155.4701691,38.4,1.89,md,40,95,0.04031,0.22,hv,hv61378346,2016-08-18T07:00:42.680Z,"1km NE of Pahala, Hawaii",earthquake,0.64,0.94,0.16,10,automatic,hv,hv
2016-08-18T06:39:01.000Z,60.1832,-141.3356,15,1.3,ml,,,,1.01,ak,ak13848600,2016-08-18T06:50:04.144Z,"62km ENE of Cape Yakataga, Alaska",earthquake,0.4,77.2,,,automatic,ak,ak
2016-08-18T06:29:45.000Z,59.5366,-152.3193,50,3.1,ml,,,,0.63,ak,ak13848587,2016-08-18T19:17:40.377Z,"38km SW of Anchor Point, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-08-18T06:18:25.000Z,64.9728,-153.8368,15,1.5,ml,,,,0.74,ak,ak13848471,2016-08-18T06:27:40.185Z,"82km ENE of Ruby, Alaska",earthquake,1,0.4,,,automatic,ak,ak
2016-08-18T06:07:42.660Z,33.9418333,-116.8361667,4.64,1.25,ml,48,33,0.05157,0.14,ci,ci37449311,2016-08-18T13:12:10.230Z,"4km ENE of Banning, CA",earthquake,0.17,0.51,0.201,28,reviewed,ci,ci
2016-08-18T05:51:47.650Z,33.17,-116.004,8.27,1.3,ml,30,57,0.1109,0.16,ci,ci37449295,2016-08-18T21:14:16.040Z,"12km ENE of Ocotillo Wells, CA",earthquake,0.24,1.38,0.135,22,reviewed,ci,ci
2016-08-18T05:34:16.660Z,36.3958333,-117.8771667,0.97,1.21,ml,18,86,0.1655,0.2,ci,ci37449271,2016-08-18T13:11:24.146Z,"17km NE of Olancha, CA",earthquake,0.47,1.51,0.199,11,reviewed,ci,ci
2016-08-18T05:30:48.930Z,36.398,-117.8705,0.96,1.73,ml,21,95,0.1615,0.19,ci,ci37449255,2016-08-18T13:11:37.147Z,"18km NE of Olancha, CA",earthquake,0.48,1.41,0.153,26,reviewed,ci,ci
2016-08-18T05:04:35.990Z,36.8916667,-121.3138333,7.01,1.59,md,47,63,0.0623,0.06,nc,nc72679416,2016-08-20T02:19:10.200Z,"8km ENE of Hollister, California",earthquake,0.16,0.41,0.209,42,reviewed,nc,nc
2016-08-18T04:46:43.000Z,59.7957,-152.7079,90,2.1,ml,,,,0.77,ak,ak13848339,2016-08-18T04:58:05.491Z,"49km W of Anchor Point, Alaska",earthquake,0.7,0.8,,,automatic,ak,ak
2016-08-18T04:30:23.260Z,32.6006667,-117.0703333,15.84,2.63,ml,37,143,0.09125,0.19,ci,ci37449223,2016-08-19T04:05:28.327Z,"4km SW of Chula Vista, CA",earthquake,0.33,0.28,0.107,102,reviewed,ci,ci
2016-08-18T04:30:08.750Z,-19.8593,148.7255,7.82,5.7,mb,,33,2.335,0.79,us,us10006em9,2016-08-21T22:46:54.858Z,"54km ENE of Bowen, Australia",earthquake,7.1,4.5,0.062,95,reviewed,us,us
2016-08-18T04:20:37.177Z,38.267,-118.7349,11.2,1.4,ml,17,82.2,0.181,0.1995,nn,nn00556660,2016-08-18T04:31:55.999Z,"30km SSW of Hawthorne, Nevada",earthquake,,1.9,0.42,12,reviewed,nn,nn
2016-08-18T04:19:19.540Z,33.7638333,-115.9165,0.95,1.56,ml,34,45,0.09391,0.18,ci,ci37449215,2016-08-18T13:12:12.173Z,"25km ENE of Thermal, CA",earthquake,0.25,0.62,0.132,26,reviewed,ci,ci
2016-08-18T04:18:15.000Z,62.2793,-149.4578,40.2,2.1,ml,,,,0.69,ak,ak13848335,2016-08-18T17:29:55.553Z,"24km ENE of Y, Alaska",earthquake,0.4,0.7,,,reviewed,ak,ak
2016-08-18T04:18:14.000Z,62.3359,-149.1563,50,2.2,ml,,,,0.58,ak,ak13848330,2016-08-18T04:32:31.015Z,"41km ENE of Y, Alaska",earthquake,0.3,2.4,,,automatic,ak,ak
2016-08-18T04:16:14.760Z,39.3378333,-122.7865,16,1.32,md,5,247,0.1444,0.01,nc,nc72679376,2016-08-18T17:11:47.578Z,"22km NNE of Upper Lake, California",earthquake,1.47,0.98,0.07,5,reviewed,nc,nc
2016-08-18T04:11:53.000Z,60.6018,-141.0099,5,2.4,ml,,,,1.01,ak,ak13848218,2016-08-18T04:25:08.440Z,"98km NE of Cape Yakataga, Alaska",earthquake,1.5,0.5,,,automatic,ak,ak
2016-08-18T04:11:34.000Z,60.0628,-138.5516,15,3.1,ml,,,,0.95,ak,ak13848213,2016-08-18T04:25:07.645Z,"87km NE of Yakutat, Alaska",earthquake,0.5,0.5,,,automatic,ak,ak
2016-08-18T04:04:57.210Z,36.3951667,-117.8663333,1.11,2.02,ml,28,52,0.1631,0.13,ci,ci37449207,2016-08-18T14:24:56.735Z,"18km NE of Olancha, CA",earthquake,0.17,0.67,0.136,31,reviewed,ci,ci
2016-08-18T04:03:29.000Z,65.4196,-144.7398,5,1.2,ml,,,,0.64,ak,ak13848211,2016-08-18T04:17:40.829Z,"6km SSW of Circle Hot Springs Station, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-08-18T03:56:00.100Z,34.0458333,-117.512,4.12,1.57,ml,66,55,0.0496,0.15,ci,ci37449199,2016-08-18T21:34:27.870Z,"4km NNW of Glen Avon, CA",earthquake,0.14,0.31,0.126,23,reviewed,ci,ci
2016-08-18T03:53:54.000Z,18.6676,-67.5,5,2.7,Md,7,324,0.41771661,0.31,pr,pr16231006,2016-08-18T07:38:42.497Z,"44km NW of Rincon, Puerto Rico",earthquake,2.1,2.3,0,4,reviewed,pr,pr
2016-08-18T03:43:25.560Z,36.3978333,-117.8716667,3.56,1.64,ml,30,54,0.162,0.18,ci,ci37449191,2016-08-18T20:44:15.843Z,"18km NE of Olancha, CA",earthquake,0.25,1.02,0.134,19,reviewed,ci,ci
2016-08-18T03:39:54.830Z,36.3993333,-117.8653333,1.68,3.54,mw,33,52,0.1589,0.16,ci,ci37449175,2016-08-19T06:16:01.175Z,"18km NE of Olancha, CA",earthquake,0.19,0.82,,6,reviewed,ci,ci
2016-08-18T03:34:12.000Z,19.0109,-65.0335,38,3,Md,8,266.4,0.66026173,0.23,pr,pr16231005,2016-08-18T07:23:54.228Z,"74km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5,14.7,0,5,reviewed,pr,pr
2016-08-18T03:29:49.260Z,-22.4555,172.3937,10,5,mb,,119,5.499,0.62,us,us10006elr,2016-08-18T04:14:37.892Z,"35km E of Ile Hunter, New Caledonia",earthquake,6.5,1.9,0.087,42,reviewed,us,us
2016-08-18T03:26:13.500Z,18.19,-64.9365,34,2.4,Md,4,226.8,0.16169675,0.2,pr,pr16231004,2016-08-18T07:14:46.367Z,"16km S of Charlotte Amalie, U.S. Virgin Islands",earthquake,10.9,6.6,0,3,reviewed,pr,pr
2016-08-18T03:25:50.234Z,39.5691,-119.0648,6.4,1,ml,11,166.28,0.285,0.1036,nn,nn00556691,2016-08-18T16:59:08.972Z,"16km ESE of Fernley, Nevada",earthquake,,7.4,0.19,4,reviewed,nn,nn
2016-08-18T03:16:06.400Z,34.2285,-117.4456667,11.49,1.21,ml,36,31,0.04604,0.18,ci,ci37449167,2016-08-18T13:13:26.800Z,"4km W of Devore, CA",earthquake,0.26,0.5,0.193,30,reviewed,ci,ci
2016-08-18T03:01:41.000Z,59.8907,-152.939,120,2.4,ml,,,,0.56,ak,ak13848204,2016-08-18T03:55:42.426Z,"63km WNW of Anchor Point, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-08-18T02:54:16.150Z,47.8461667,-122.7198333,4.72,1.04,ml,4,316,0.2134,0.09,uw,uw61180577,2016-08-18T17:35:12.050Z,"5km NW of Lofall, Washington",earthquake,0.92,11.03,0.134,3,reviewed,uw,uw
2016-08-18T02:53:28.600Z,17.801,-66.6222,4,2.2,Md,10,226.8,0.12396751,0.52,pr,pr16231003,2016-08-18T06:37:17.168Z,"23km S of Ponce, Puerto Rico",earthquake,1.7,1.8,0,7,reviewed,pr,pr
2016-08-18T02:47:50.000Z,61.4498,-150.2091,40,1.6,ml,,,,0.26,ak,ak13848201,2016-08-18T03:55:41.846Z,"15km WSW of Big Lake, Alaska",earthquake,0.4,1,,,automatic,ak,ak
2016-08-18T02:40:21.000Z,63.5793,-147.5298,5,1.2,ml,,,,0.39,ak,ak13848199,2016-08-18T02:52:44.200Z,"73km ENE of Cantwell, Alaska",earthquake,0.5,0.4,,,automatic,ak,ak
2016-08-18T02:10:54.000Z,60.6152,-145.207,5,2.2,ml,,,,0.75,ak,ak13848196,2016-08-18T02:21:37.834Z,"31km ENE of Cordova, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-08-18T02:00:58.600Z,19.5396,-67.5757,29,2.7,Md,6,270,1.15253851,0.37,pr,pr16231002,2016-08-18T06:09:34.695Z,"126km NNW of San Antonio, Puerto Rico",earthquake,2.6,26.7,0,5,reviewed,pr,pr
2016-08-18T01:47:23.390Z,33.2595,-116.3801667,8.48,1.01,ml,30,49,0.03219,0.19,ci,ci37449135,2016-08-18T13:12:58.982Z,"1km NW of Borrego Springs, CA",earthquake,0.28,0.63,0.09,26,reviewed,ci,ci
2016-08-18T01:26:19.000Z,62.8975,-150.4963,100,1.6,ml,,,,0.4,ak,ak13848192,2016-08-18T01:37:40.960Z,"66km NNW of Talkeetna, Alaska",earthquake,0.4,0.6,,,automatic,ak,ak
2016-08-18T01:18:14.360Z,36.2776667,-120.8461667,7.63,1.89,md,56,156,0.07153,0.07,nc,nc72679231,2016-08-20T02:18:35.461Z,"26km ENE of King City, California",earthquake,0.25,0.32,0.183,42,reviewed,nc,nc
2016-08-18T01:01:53.330Z,35.5725,-118.3083333,9.73,1.52,ml,14,105,0.1274,0.16,ci,ci37449087,2016-08-18T13:12:56.975Z,"16km ESE of Lake Isabella, CA",earthquake,0.35,0.76,0.228,26,reviewed,ci,ci
2016-08-18T00:50:57.400Z,19.0709,-68.8563,34,1.9,Md,3,194.4,0.381784,0.28,pr,pr16231001,2016-08-18T05:34:35.216Z,"22km ENE of Miches, Dominican Republic",earthquake,1.7,6.1,0,3,reviewed,pr,pr
2016-08-18T00:47:39.480Z,19.2093334,-155.4640045,38.53,1.77,md,38,102,0.051,0.14,hv,hv61378096,2016-08-18T00:51:01.080Z,"1km ENE of Pahala, Hawaii",earthquake,0.5,0.78,0.24,6,automatic,hv,hv
2016-08-18T00:34:11.450Z,-7.4171,128.1539,154.46,4.4,mb,,58,3.167,0.91,us,us10006el7,2016-08-18T00:51:46.348Z,"Kepulauan Barat Daya, Indonesia",earthquake,5.2,7.6,0.098,30,reviewed,us,us
2016-08-18T00:33:15.400Z,18.7893,-65.0634,53,2.1,Md,5,252,0.4464627,0.1,pr,pr16231000,2016-08-18T04:44:58.930Z,"51km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.7,6.3,0,5,reviewed,pr,pr
2016-08-18T00:23:57.750Z,40.1486667,-121.0355,-0.57,1.99,md,11,115,0.3039,0.09,nc,nc72679196,2016-08-18T16:28:42.684Z,"7km W of Greenville, California",earthquake,0.55,9.35,0.134,14,reviewed,nc,nc
2016-08-18T00:11:21.300Z,-27.4841,-70.8263,49.35,4.3,mb,,170,0.437,0.87,us,us10006el4,2016-08-18T00:31:32.842Z,"50km WSW of Copiapo, Chile",earthquake,5.1,6.9,0.306,3,reviewed,us,us
2016-08-18T00:02:13.370Z,38.8228333,-122.844,1.93,2.41,md,66,54,0.007012,0.04,nc,nc72679181,2016-08-18T17:13:02.515Z,"9km WNW of The Geysers, California",earthquake,0.09,0.14,0.214,45,reviewed,nc,nc
2016-08-17T23:21:39.000Z,64.9546,-147.3372,5,1.2,ml,,,,0.56,ak,ak13847892,2016-08-17T23:36:47.588Z,"19km NNE of Badger, Alaska",earthquake,0.2,32.1,,,automatic,ak,ak
2016-08-17T23:20:56.390Z,49.419,-120.5011667,-0.53,2.25,md,7,208,0.5872,0.4,uw,uw61180502,2016-08-18T00:48:10.380Z,"4km S of Princeton, Canada",explosion,3.09,31.61,0.156,6,reviewed,uw,uw
2016-08-17T23:15:54.020Z,47.286,-122.0616667,19.17,1.21,ml,12,81,0.1098,0.09,uw,uw61180497,2016-08-18T00:44:27.920Z,"5km WSW of Black Diamond, Washington",earthquake,0.4,1.15,0.169,17,reviewed,uw,uw
2016-08-17T23:13:52.000Z,61.2774,-152.4969,5,2.2,ml,,,,0.54,ak,ak13847886,2016-08-17T23:28:35.920Z,"89km N of Redoubt Volcano, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-08-17T22:58:19.750Z,30.5023,66.435,10,4.4,mb,,143,5.248,1.07,us,us10006eks,2016-08-17T23:33:52.171Z,"33km SW of Qila Abdullah, Pakistan",earthquake,5.9,1.9,0.094,33,reviewed,us,us
2016-08-17T22:37:07.730Z,8.6099,-70.6286,10,4.8,mb,,49,0.272,1.07,us,us10006ekp,2016-08-17T23:36:09.588Z,"19km NNW of Curbati, Venezuela",earthquake,5.6,1.9,0.035,258,reviewed,us,us
2016-08-17T22:26:19.240Z,-15.8859,173.4863,10,5.2,mb,,50,4.748,0.92,us,us10006ekl,2016-08-17T22:45:53.389Z,"Fiji region",earthquake,4.8,1.9,0.043,181,reviewed,us,us
2016-08-17T22:24:37.490Z,19.297,-156.4768333,41.863,2.32,md,12,310,0.5603,0.11,hv,hv61377926,2016-08-17T22:36:49.290Z,"62km WSW of Kahaluu-Keauhou, Hawaii",earthquake,2.17,4.87,0.03,5,reviewed,hv,hv
2016-08-17T22:14:15.890Z,-15.9754,173.5901,10,5,mb,,64,4.621,0.98,us,us10006ekj,2016-08-17T23:05:36.221Z,"Fiji region",earthquake,5.2,1.9,0.068,69,reviewed,us,us
2016-08-17T22:11:51.920Z,36.3933333,-117.8653333,0.59,1.26,ml,21,91,0.1646,0.12,ci,ci37449023,2016-08-18T17:18:13.449Z,"18km NE of Olancha, CA",earthquake,0.31,0.68,0.214,15,reviewed,ci,ci
2016-08-17T22:11:26.000Z,59.7957,-152.7079,90,2.1,ml,,,,1.46,ak,ak13847787,2016-08-17T22:41:12.043Z,"49km W of Anchor Point, Alaska",earthquake,0.9,0.8,,,automatic,ak,ak
2016-08-17T22:08:18.000Z,62.9914,-150.7953,100,1.7,ml,,,,0.49,ak,ak13847785,2016-08-17T22:22:24.387Z,"82km NNW of Talkeetna, Alaska",earthquake,0.7,1,,,automatic,ak,ak
2016-08-17T21:39:23.100Z,17.919,-65.642,1,2.9,Md,13,169.2,0.29644404,0.27,pr,pr16230005,2016-08-17T21:57:41.066Z,"25km ESE of El Negro, Puerto Rico",earthquake,0.6,0.7,0,13,reviewed,pr,pr
2016-08-17T21:29:33.100Z,49.0446667,-121.6626667,14.53,2.56,ml,3,276,0.1922,0.03,uw,uw61180472,2016-08-17T22:05:41.606Z,"22km SSE of Agassiz, Canada",earthquake,0.75,1.85,0.063,2,reviewed,uw,uw
2016-08-17T21:23:04.000Z,62.9958,-151.1002,20,1.1,ml,,,,0.97,ak,ak13847784,2016-08-17T21:30:28.424Z,"90km NNW of Talkeetna, Alaska",earthquake,0.6,0.9,,,automatic,ak,ak
2016-08-17T21:07:32.460Z,19.2873333,-156.4265,43.585,3.43,ml,21,293,0.5271,0.13,hv,hv61377861,2016-08-18T15:07:13.753Z,"57km WSW of Captain Cook, Hawaii",earthquake,1.78,3.14,0.147,12,reviewed,hv,hv
2016-08-17T21:06:29.000Z,67.5789,-148.3773,5,1,ml,,,,0.39,ak,ak13847780,2016-08-17T21:13:57.513Z,"85km ENE of Coldfoot, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-08-17T20:55:23.842Z,37.1506,-116.2095,6.2,1.4,ml,39,62.84,0.076,0.1683,nn,nn00556592,2016-08-18T04:46:50.408Z,"55km ENE of Beatty, Nevada",earthquake,,0.9,0.49,18,reviewed,nn,nn
2016-08-17T20:54:49.360Z,34.8493333,-118.7838333,-1.62,1.17,ml,10,117,0.07273,0.16,ci,ci37448943,2016-08-17T21:11:33.837Z,"7km E of Lebec, CA",quarry blast,0.57,31.61,0.081,4,reviewed,ci,ci
2016-08-17T20:53:20.560Z,46.2348333,-123.1413333,-1.04,1.65,ml,5,250,0.2477,0.37,uw,uw61180447,2016-08-17T21:17:19.380Z,"13km NW of West Longview, Washington",explosion,3.95,31.61,0.188,13,reviewed,uw,uw
2016-08-17T20:18:08.310Z,33.0498333,-114.9805,-0.12,1.47,ml,13,89,0.07743,0.31,ci,ci37448863,2016-08-17T21:03:53.780Z,"45km NNW of Los Algodones, B.C., MX",quarry blast,0.74,31.61,0.086,7,reviewed,ci,ci
2016-08-17T20:01:38.960Z,46.5976667,-119.8601667,6.56,1.21,ml,12,136,0.0693,0.09,uw,uw61180432,2016-08-17T20:13:42.310Z,"10km SSE of Desert Aire, Washington",earthquake,0.33,0.23,0.162,15,reviewed,uw,uw
2016-08-17T19:55:23.100Z,35.6709,-97.0902,5.736,2.8,ml,,59,,0.23,us,us10006eit,2016-08-18T21:19:35.178Z,"9km E of Luther, Oklahoma",earthquake,0.9,2.9,,,reviewed,tul,tul
2016-08-17T19:53:32.700Z,45.8161667,-122.6191667,15.63,1.96,ml,27,61,0.1568,0.12,uw,uw61180422,2016-08-17T20:35:43.483Z,"4km NNW of Dollar Corner, Washington",earthquake,0.31,0.85,0.192,46,reviewed,uw,uw
2016-08-17T19:16:17.910Z,-55.7009,-26.9098,22.04,4.6,mb,,70,5.694,0.6,us,us10006ein,2016-08-18T23:01:52.040Z,"112km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.3,6.2,0.105,27,reviewed,us,us
2016-08-17T19:09:09.000Z,62.9998,-150.22,10,1.5,ml,,,,0.73,ak,ak13847638,2016-08-17T19:30:31.580Z,"75km N of Talkeetna, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
